basisOfRecord,brackish,catalogNumber,class,classid,collectionCode,country,date_end,date_mid,date_start,date_year,day,decimalLatitude,decimalLongitude,eventDate,family,familyid,genus,genusid,gigaclass,gigaclassid,infraphylum,infraphylumid,institutionCode,kingdom,kingdomid,locality,marine,month,order,orderid,parvphylum,parvphylumid,phylum,phylumid,scientificName,scientificNameID,species,speciesid,subfamily,subfamilyid,subphylum,subphylumid,superclass,superclassid,waterBody,year,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,datasetID,depth,individualCount,materialSampleID,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceID,occurrenceRemarks,occurrenceStatus,scientificNameAuthorship,taxonRank,sex,category,associatedReferences,bibliographicCitation,coordinateUncertaintyInMeters,footprintWKT,specificEpithet,coordinatePrecision,verbatimCoordinates,vernacularName,dynamicProperties,identifiedBy,eventID,organismID,organismQuantity,organismQuantityType,continent,georeferenceRemarks,recordNumber,recordedBy,stateProvince
HumanObservation,False,,Teleostei,293496,Logbook Program for Coastal Fisheries,,878688000000.0,878688000000.0,878688000000.0,1997.0,,28.61,-77.91,1997-11-05,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Florida East Coast,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00072faa-14bb-406f-9955-dff27e08e19c,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus obesus,127028,[],1021.0,156063,25.9,36.38,SEFSC_LogBook,42.0,3,196218,42.0,42.0,2020-08-04,5ace31be-d69e-11ea-a976-776999cfb07f,For Field Number 196218:Total fish caught 9; catch per unit effort (fish per hook) 0.03,present,"(Lowe, 1839)",Species,,VU,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,1117584000000.0,1117584000000.0,1117584000000.0,2005.0,,27.58,-94.15,2005-06-01,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Gulf of Mexico,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00075fd2-dcfc-46ef-a96f-798951f39f15,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],847.0,187505,25.6,35.98,SEFSC_LogBook,40.0,8,281757,40.0,40.0,2020-08-04,4fdca41e-d69e-11ea-a976-776999cfb07f,For Field Number 281757:Total fish caught 10; catch per unit effort (fish per hook) 0.01666667,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,846028800000.0,846028800000.0,846028800000.0,1996.0,,30.88,-78.5,1996-10-23,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,South Atlantic Bight,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,0007b3b8-12d8-42c6-b57e-31a66b1b68da,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],867.0,238463,26.15,36.22,SEFSC_LogBook,18.0,7,178939,18.0,18.0,2020-08-04,5ab084ee-d69e-11ea-a976-776999cfb07f,For Field Number 178939:Total fish caught 15; catch per unit effort (fish per hook) 0.01612903,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,900028800000.0,900028800000.0,900028800000.0,1998.0,,38.53,-68.21,1998-07-10,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Northeast Coastal,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,0007b545-1f45-448d-a51f-20c6f5fbacd9,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],4067.0,337565,20.71,35.88,SEFSC_LogBook,12.0,3,204412,12.0,12.0,2020-08-04,56efcd43-d69e-11ea-a976-776999cfb07f,For Field Number 204412:Total fish caught 32; catch per unit effort (fish per hook) 0.032,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,37441002-3215:144:1-2000,Teleostei,293496,Comfish_2000_2002,,978220800000.0,962409600000.0,946684800000.0,2000.0,,-24.25,154.25,2000,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,BRS,Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,0007d5b0-e116-46a8-93ee-5ef20ea4710d,d13ec1f1-d82a-4cdb-92e9-3f2144bf7a2e,['2a57cd59-6799-4579-955e-27c9af97aea4'],False,False,Thunnus albacares,127027,['NO_DEPTH'],3705.08,111433,24.86,35.36,,,,,,,2006-04-10T02:06:00Z,urn:catalog:BRS:Comfish_2000_2002:37441002-3215:144:1-2000,"Record indicates the presence of commercial catch records in the stated year within the stated 0.5 x 0.5 degree square. Additional information including catch weights and gross value product is available via the National Atlas of Commercial Marine Fisheries and Coastal Communities which is accessible from the BRS home page, http://www.brs.gov.au .",present,"(Bonnaterre, 1788)",Species,,,Commercial catch records (aggregated by year),BRS Australia: National commercial fisheries half-degree data set - Species,50000.0,POINT (154.25 -24.25),albacares,,,,,,,,,,,,,,
Occurrence,True,EME_1-82396,Teleostei,293496,ll_YugNIRO,,,,,,,-1.3186666666667,49.8383333333329,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, Sète, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,0007ea28-0787-4d91-91fc-0cf2772cb1dc,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027,['NO_DEPTH'],5022.0,558508,27.89,35.37,https://marineinfo.org/id/dataset/3125,,,,,,2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-82396",,present,,,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,MCM-LINE-2562581,Teleostei,293496,LINE,South Africa,1050624000000.0,1050624000000.0,1050624000000.0,2003.0,18,-29.2493000031,16.8686008453,2003-04-18T12:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,MCM,Animalia,2,Port Nolloth,True,4,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,Atlantic,2003,00083fa3-96eb-4bbd-a4fa-e4c3ae06abe6,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus alalunga,127026,"['NO_DEPTH', 'ON_LAND']",-14.0,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,100201220031004,Teleostei,293496,TOPP,,1065225600000.0,1065225600000.0,1065225600000.0,2003.0,4,30.0,-62.0,2003-10-04T12:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,TOPP,Animalia,2,,True,10,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus orientalis,urn:lsid:marinespecies.org:taxname:273823,Thunnus orientalis,273823,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,2003,0008444e-1ae1-4780-81d5-a9b88da01cfc,1004a490-c117-4712-9868-a8412420f4c8,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Thunnus orientalis,273823,['NO_DEPTH'],5047.0,362968,24.42,36.69,,,,,,,,,,,"(Temminck & Schlegel, 1844)",,U,,,,,,,56.0,,,,Barbara Block,,,,,,,,,
HumanObservation,False,MCM-LINE-2595930,Teleostei,293496,LINE,South Africa,1068336000000.0,1068336000000.0,1068336000000.0,2003.0,9,-34.0527992249,18.3549995422,2003-11-09T12:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,MCM,Animalia,2,Hout Bay,True,11,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,Atlantic,2003,00085eb4-b5c8-44b7-8245-1ab9b1d46b6b,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus alalunga,127026,['NO_DEPTH'],2.0,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,917308800000.0,917308800000.0,917308800000.0,1999.0,,32.66,-77.5,1999-01-26,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,South Atlantic Bight,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00085f23-8cd8-425e-b7f1-c3def187a04e,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],416.0,138151,25.66,36.14,SEFSC_LogBook,22.0,4,211440,22.0,22.0,2020-08-04,570b3123-d69e-11ea-a976-776999cfb07f,For Field Number 211440:Total fish caught 38; catch per unit effort (fish per hook) 0.06333333,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
Occurrence,True,#1307366803813#0.7380064296230302,Teleostei,293496,DCR (IRD),,,,,,,-5.783472,62.450138,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00087bb0-130e-4e7b-9a07-78aefa8c8ed8,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027,['NO_DEPTH'],4021.0,695649,28.45,34.98,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366803813#0.7380064296230302:0x0DEBA70101000300",EME_1-fr.ird.observe.entities.TailleThon#1307366803813#0.7380064296230302,present,,,IND,,,,,,,,,,,,,,,,,,,,
Occurrence,True,#1306921340537#0.7375724322124521,Teleostei,293496,TAAF (Iles Eparses),,,,,,,-18.916805,39.90014,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00088cb4-02df-48d0-899f-55c068e362c8,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027,['NO_DEPTH'],2634.0,215617,27.15,35.06,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:TAAF (Iles Eparses):#1306921340537#0.7375724322124521:0x5052A80101000000",EME_1-fr.ird.observe.entities.TailleThon#1306921340537#0.7375724322124521,present,,,IND,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,695779200000.0,695779200000.0,695779200000.0,1992.0,,27.66,-66.78,1992-01-19,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Sargasso,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000896a4-4844-4ecc-9f4d-40da714d3bb6,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],5150.0,542556,25.57,36.65,SEFSC_LogBook,120.0,1,90681,120.0,120.0,2020-08-04,5fcc0e96-d69e-11ea-a976-776999cfb07f,For Field Number 90681:Total fish caught 14; catch per unit effort (fish per hook) 0.035,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,,Teleostei,293496,Logbook Program for Coastal Fisheries,,775785600000.0,775785600000.0,775785600000.0,1994.0,,26.8,-92.66,1994-08-02,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Gulf of Mexico,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus atlanticus,urn:lsid:marinespecies.org:taxname:159343,Thunnus atlanticus,159343,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,0008b920-43b0-44da-a553-0a1e3bdd8c18,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus atlanticus,159343,[],1730.0,302481,25.93,36.17,SEFSC_LogBook,150.0,3,136133,150.0,150.0,2020-08-04,5c5109f3-d69e-11ea-a976-776999cfb07f,For Field Number 136133:Total fish caught 24; catch per unit effort (fish per hook) 0.02181818,present,"(Lesson, 1831)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,MCM-LINE-250144,Teleostei,293496,LINE,South Africa,539136000000.0,539136000000.0,539136000000.0,1987.0,1,-29.2493000031,16.8686008453,1987-02-01T12:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,MCM,Animalia,2,Port Nolloth,True,2,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,Atlantic,1987,00090bae-8735-4ada-aeb9-1cf9407e5dc4,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus alalunga,127026,"['NO_DEPTH', 'ON_LAND']",-14.0,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,1053216000000.0,1053216000000.0,1053216000000.0,2003.0,,26.23,-90.2,2003-05-18,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Gulf of Mexico,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00090be4-6570-4eb3-b5d9-46e5b5c78af5,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],3204.0,309808,26.32,36.05,SEFSC_LogBook,42.0,4,260570,42.0,42.0,2020-08-04,5227068d-d69e-11ea-a976-776999cfb07f,For Field Number 260570:Total fish caught 7; catch per unit effort (fish per hook) 0.01121795,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,1131667200000.0,1131667200000.0,1131667200000.0,2005.0,,27.41,-91.83,2005-11-11,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Gulf of Mexico,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00090eee-0383-4c3f-b2d7-2ec1c9d95ba7,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],983.0,202626,25.84,36.0,SEFSC_LogBook,38.0,5,284656,38.0,38.0,2020-08-04,4fb267c4-d69e-11ea-a976-776999cfb07f,For Field Number 284656:Total fish caught 8; catch per unit effort (fish per hook) 0.00816327,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
Occurrence,False,#1316400836720#0.6251955108970094,Teleostei,293496,DCR (IRD),,,,,,,-1.7168056,53.350136,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00091804-6155-4d73-82e0-be4f62e4f05a,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus obesus,127028,['NO_DEPTH'],4783.0,302668,28.32,35.38,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1316400836720#0.6251955108970094:0xD8CDA70101000C00",EME_1-fr.ird.observe.entities.TailleThon#1316400836720#0.6251955108970094,present,,,IND,VU,,,,,,,,,,,,,,,,,,,
Occurrence,False,#1306920109192#0.5425698691432047,Teleostei,293496,Patudo (IEO),,,,,,,3.4668057,-6.2668056,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,00094b4d-c080-4b79-bcd0-fb6c58010585,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus obesus,127028,['NO_DEPTH'],4274.0,144449,27.97,34.55,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Patudo (IEO):#1306920109192#0.5425698691432047:0x7B48A80101000900",EME_1-fr.ird.observe.entities.TailleThon#1306920109192#0.5425698691432047,present,,,IND,VU,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,807753600000.0,807753600000.0,807753600000.0,1995.0,,27.25,-94.43,1995-08-07,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Gulf of Mexico,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,0009be9d-01df-4eac-9384-a214958507de,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],1193.0,202920,25.76,36.09,SEFSC_LogBook,175.0,5,156347,175.0,175.0,2020-08-04,5d4678a0-d69e-11ea-a976-776999cfb07f,For Field Number 156347:Total fish caught 11; catch per unit effort (fish per hook) 0.01222222,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,,,378604800000.0,-31622400000.0,-441849600000.0,1968.0,,4.0,175.0,1956/1981,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,,Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,0009d185-03f2-4b3e-895d-8350e41ffb9e,7671ae8a-9202-459d-9afe-4c1e12db6916,['2a57cd59-6799-4579-955e-27c9af97aea4'],False,False,Thunnus albacares,127027,[],5060.0,230960,28.84,34.77,,0.0,,,0.0,0.0,2022-07-22T13:10:51,nishikawa-233901,,present,,,,,,,50000.0,POINT (175.00000 4.00000),,,,yellowfin tuna,,,,,0.1-1.0,larvae per 1000 m3,,,,,
Occurrence,False,POPA_TUNA_22642,Teleostei,293496,POPA_TUNA,Portugal,1309132800000.0,1309132800000.0,1309132800000.0,2011.0,27,37.94808333,-24.79125,2011-06-27,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,POPA/IMAR,Animalia,2,,True,6,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,2011,0009da0a-3249-488a-a2b4-6b8657d8f7e1,a08db4f0-5df1-4ff3-a9c8-4af42a31cdba,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus obesus,127028,['NO_DEPTH'],1721.0,33150,18.98,36.22,https://marineinfo.org/id/dataset/4681,,,,,,2015-02-13 10:09:16,POPA_TUNA_22642,VernacularName: Patudo,present,,,,VU,,,,,obesus,,,,,,,,,,Azores (several wb),"Coordinate Precision: 0,0001°",96921,popa observers,Azores
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,896486400000.0,896486400000.0,896486400000.0,1998.0,,26.86,-92.21,1998-05-30,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Gulf of Mexico,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,0009fc3a-b8e7-409c-a1c3-ee9c16ac7244,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],1787.0,274124,25.95,36.16,SEFSC_LogBook,42.0,4,202520,42.0,42.0,2020-08-04,56e1581a-d69e-11ea-a976-776999cfb07f,For Field Number 202520:Total fish caught 4; catch per unit effort (fish per hook) 0.00666667,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,MCM-LINE-724048,Teleostei,293496,LINE,South Africa,632448000000.0,632448000000.0,632448000000.0,1990.0,16,-29.9335002899,17.1173992157,1990-01-16T12:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,MCM,Animalia,2,Naganas Point,True,1,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,Atlantic,1990,000a3d36-d049-482e-b797-f76f4297a623,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus albacares,127027,['NO_DEPTH'],6.0,118,14.42,35.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Occurrence,True,#1306919827610#0.1519585749031349,Teleostei,293496,Patudo (IEO),,,,,,,-0.33347222,-15.533473,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000a93b2-b65c-4b9e-9899-3a92a297a838,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027,['NO_DEPTH'],3172.0,849828,26.08,35.85,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Patudo (IEO):#1306919827610#0.1519585749031349:0xC46FA80101000200",EME_1-fr.ird.observe.entities.TailleThon#1306919827610#0.1519585749031349,present,,,IND,,,,,,,,,,,,,,,,,,,,
Occurrence,False,#1307366611752#0.04928295530238702,Teleostei,293496,DCR (IRD),,,,,,,-10.466805,42.950138,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000aadc8-97cb-4698-8c7a-48b6c4279430,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus obesus,127028,['NO_DEPTH'],3269.0,108419,27.5,34.99,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:DCR (IRD):#1307366611752#0.04928295530238702:0x714EA80101000600",EME_1-fr.ird.observe.entities.TailleThon#1307366611752#0.04928295530238702,present,,,IND,VU,,,,,,,,,,,,,,,,,,,
